full_lemma,freq,freq_class,rank,prop,cum_sum_prop
en angst,17,5,103,3.8377316748312526e-4,0.46136307199133125
en arm,17,5,103,3.8377316748312526e-4,0.46174684515881437
en bolig,17,5,103,3.8377316748312526e-4,0.4621306183262975
en fordel,17,5,103,3.8377316748312526e-4,0.4625143914937806
en fredspris,17,5,103,3.8377316748312526e-4,0.46289816466126377
en fremtid,17,5,103,3.8377316748312526e-4,0.4632819378287469
en gass,17,5,103,3.8377316748312526e-4,0.46366571099623
en konflikt,17,5,103,3.8377316748312526e-4,0.4640494841637131
en kropp,17,5,103,3.8377316748312526e-4,0.4644332573311962
en leser,17,5,103,3.8377316748312526e-4,0.4648170304986794
en litteratur,17,5,103,3.8377316748312526e-4,0.4652008036661625
en melodi,17,5,103,3.8377316748312526e-4,0.4655845768336456
en nærhet,17,5,103,3.8377316748312526e-4,0.46596835000112874
en pasient,17,5,103,3.8377316748312526e-4,0.46635212316861185
en pause,17,5,103,3.8377316748312526e-4,0.46673589633609497
en prognose,17,5,103,3.8377316748312526e-4,0.46711966950357814
en risiko,17,5,103,3.8377316748312526e-4,0.46750344267106125
en tone,17,5,103,3.8377316748312526e-4,0.46788721583854437
en trener,17,5,103,3.8377316748312526e-4,0.4682709890060275
et band,17,5,103,3.8377316748312526e-4,0.4686547621735106
et blod,17,5,103,3.8377316748312526e-4,0.46903853534099377
et bord,17,5,103,3.8377316748312526e-4,0.4694223085084769
et dataspill,17,5,103,3.8377316748312526e-4,0.46980608167596
et dyr,17,5,103,3.8377316748312526e-4,0.4701898548434431
et forsøk,17,5,103,3.8377316748312526e-4,0.4705736280109262
et hav,17,5,103,3.8377316748312526e-4,0.4709574011784094
et kapittel,17,5,103,3.8377316748312526e-4,0.4713411743458925
et kontor,17,5,103,3.8377316748312526e-4,0.4717249475133756
et utviklingsland,17,5,103,3.8377316748312526e-4,0.47210872068085874
et våpen,17,5,103,3.8377316748312526e-4,0.47249249384834185
ei dør,16,5,104,3.6119827527823556e-4,0.4728536921236201
ei erfaring,16,5,104,3.6119827527823556e-4,0.47321489039889836
ei helg,16,5,104,3.6119827527823556e-4,0.47357608867417655
ei hytte,16,5,104,3.6119827527823556e-4,0.4739372869494548
ei kjærlighet,16,5,104,3.6119827527823556e-4,0.47429848522473306
ei lovgivning,16,5,104,3.6119827527823556e-4,0.4746596835000113
ei skyld,16,5,104,3.6119827527823556e-4,0.4750208817752895
ei utgift,16,5,104,3.6119827527823556e-4,0.47538208005056776
ei ytringsfrihet,16,5,104,3.6119827527823556e-4,0.475743278325846
en august,16,5,104,3.6119827527823556e-4,0.4761044766011242
en barndom,16,5,104,3.6119827527823556e-4,0.47646567487640246
en butikk,16,5,104,3.6119827527823556e-4,0.4768268731516807
en elev,16,5,104,3.6119827527823556e-4,0.47718807142695896
en fattigdom,16,5,104,3.6119827527823556e-4,0.47754926970223716
en februar,16,5,104,3.6119827527823556e-4,0.4779104679775154
en forbruker,16,5,104,3.6119827527823556e-4,0.47827166625279366
en forpliktelse,16,5,104,3.6119827527823556e-4,0.47863286452807186
en fot,16,5,104,3.6119827527823556e-4,0.4789940628033501
en grense,16,5,104,3.6119827527823556e-4,0.47935526107862836
en halvpart,16,5,104,3.6119827527823556e-4,0.4797164593539066
en hilsen,16,5,104,3.6119827527823556e-4,0.4800776576291848
en kirkeordning,16,5,104,3.6119827527823556e-4,0.48043885590446306
en kollega,16,5,104,3.6119827527823556e-4,0.4808000541797413
en lærer,16,5,104,3.6119827527823556e-4,0.4811612524550195
en motstander,16,5,104,3.6119827527823556e-4,0.48152245073029776
en påstand,16,5,104,3.6119827527823556e-4,0.481883649005576
en produksjon,16,5,104,3.6119827527823556e-4,0.48224484728085426
en prosess,16,5,104,3.6119827527823556e-4,0.48260604555613246
en tjeneste,16,5,104,3.6119827527823556e-4,0.4829672438314107
en unge,16,5,104,3.6119827527823556e-4,0.48332844210668896
en verdenskrig,16,5,104,3.6119827527823556e-4,0.48368964038196716
et argument,16,5,104,3.6119827527823556e-4,0.4840508386572454
et hat,16,5,104,3.6119827527823556e-4,0.48441203693252366
et produkt,16,5,104,3.6119827527823556e-4,0.48477323520780186
et slag,16,5,104,3.6119827527823556e-4,0.4851344334830801
et statsbudsjett,16,5,104,3.6119827527823556e-4,0.48549563175835836
et tidspunkt,16,5,104,3.6119827527823556e-4,0.4858568300336366
ei gate,15,5,105,3.386233830733458e-4,0.48619545341670994
en deltaker,15,5,105,3.386233830733458e-4,0.4865340767997833
en ferd,15,5,105,3.386233830733458e-4,0.4868727001828566
en fest,15,5,105,3.386233830733458e-4,0.48721132356593
en flyktning,15,5,105,3.386233830733458e-4,0.48754994694900333
en form,15,5,105,3.386233830733458e-4,0.48788857033207667
en helg,15,5,105,3.386233830733458e-4,0.48822719371515
en keeper,15,5,105,3.386233830733458e-4,0.48856581709822333
en kone,15,5,105,3.386233830733458e-4,0.4889044404812967
en kronikk,15,5,105,3.386233830733458e-4,0.48924306386437005
en mai,15,5,105,3.386233830733458e-4,0.4895816872474434
en mangel,15,5,105,3.386233830733458e-4,0.4899203106305167
en medalje,15,5,105,3.386233830733458e-4,0.4902589340135901
en midt,15,5,105,3.386233830733458e-4,0.49059755739666344
en moral,15,5,105,3.386233830733458e-4,0.4909361807797368
en nasjon,15,5,105,3.386233830733458e-4,0.4912748041628101
en natt,15,5,105,3.386233830733458e-4,0.49161342754588344
en november,15,5,105,3.386233830733458e-4,0.49195205092895683
en økning,15,5,105,3.386233830733458e-4,0.49229067431203016
en onsdag,15,5,105,3.386233830733458e-4,0.4926292976951035
en runde,15,5,105,3.386233830733458e-4,0.49296792107817683
en serie,15,5,105,3.386233830733458e-4,0.4933065444612502
en start,15,5,105,3.386233830733458e-4,0.49364516784432355
en tradisjon,15,5,105,3.386233830733458e-4,0.4939837912273969
en TV,15,5,105,3.386233830733458e-4,0.4943224146104702
et mot,15,5,105,3.386233830733458e-4,0.4946610379935436
et punkt,15,5,105,3.386233830733458e-4,0.49499966137661694
et universitet,15,5,105,3.386233830733458e-4,0.4953382847596903
ei dubbing,14,5,106,3.160484908684561e-4,0.49565433325055874
ei jord,14,5,106,3.160484908684561e-4,0.49597038174142716
ei retning,14,5,106,3.160484908684561e-4,0.49628643023229563
ei seng,14,5,106,3.160484908684561e-4,0.4966024787231641
ei trening,14,5,106,3.160484908684561e-4,0.49691852721403257
en april,14,5,106,3.160484908684561e-4,0.497234575704901
en arkitekt,14,5,106,3.160484908684561e-4,0.49755062419576945
en avis,14,5,106,3.160484908684561e-4,0.4978666726866379
en barnehage,14,5,106,3.160484908684561e-4,0.4981827211775064
en bestand,14,5,106,3.160484908684561e-4,0.4984987696683748
en bevegelse,14,5,106,3.160484908684561e-4,0.4988148181592433
en bransje,14,5,106,3.160484908684561e-4,0.49913086665011175
en buss,14,5,106,3.160484908684561e-4,0.4994469151409802
en detalj,14,5,106,3.160484908684561e-4,0.49976296363184863
en dollar,14,5,106,3.160484908684561e-4,0.5000790121227171
en eier,14,5,106,3.160484908684561e-4,0.5003950606135855
en fart,14,5,106,3.160484908684561e-4,0.500711109104454
en folkekirke,14,5,106,3.160484908684561e-4,0.5010271575953225
en garderobe,14,5,106,3.160484908684561e-4,0.501343206086191
en kapital,14,5,106,3.160484908684561e-4,0.5016592545770594
en karriere,14,5,106,3.160484908684561e-4,0.5019753030679278
en kurs,14,5,106,3.160484908684561e-4,0.5022913515587963
en latin,14,5,106,3.160484908684561e-4,0.5026074000496648
en melding,14,5,106,3.160484908684561e-4,0.5029234485405332
en moské,14,5,106,3.160484908684561e-4,0.5032394970314017
en motor,14,5,106,3.160484908684561e-4,0.5035555455222701
en overgang,14,5,106,3.160484908684561e-4,0.5038715940131386
en tekst,14,5,106,3.160484908684561e-4,0.504187642504007
en tilgang,14,5,106,3.160484908684561e-4,0.5045036909948755
en utredning,14,5,106,3.160484908684561e-4,0.504819739485744
en video,14,5,106,3.160484908684561e-4,0.5051357879766124
en ytringsfrihet,14,5,106,3.160484908684561e-4,0.5054518364674808
et budsjett,14,5,106,3.160484908684561e-4,0.5057678849583493
et familiemedlem,14,5,106,3.160484908684561e-4,0.5060839334492178
et fastland,14,5,106,3.160484908684561e-4,0.5063999819400863
et fellesskap,14,5,106,3.160484908684561e-4,0.5067160304309547
et fly,14,5,106,3.160484908684561e-4,0.5070320789218231
et ja,14,5,106,3.160484908684561e-4,0.5073481274126916
et nei,14,5,106,3.160484908684561e-4,0.50766417590356006
et papir,14,5,106,3.160484908684561e-4,0.5079802243944285
et skudd,14,5,106,3.160484908684561e-4,0.508296272885297
et vær,14,5,106,3.160484908684561e-4,0.5086123213761654
et virkemiddel,14,5,106,3.160484908684561e-4,0.5089283698670339
ei finansiering,13,5,107,2.934735986635664e-4,0.5092218434656974
ei kirkeordning,13,5,107,2.934735986635664e-4,0.509515317064361
ei oppfatning,13,5,107,2.934735986635664e-4,0.5098087906630245
ei opplysning,13,5,107,2.934735986635664e-4,0.5101022642616881
en artikkel,13,5,107,2.934735986635664e-4,0.5103957378603518
en bakke,13,5,107,2.934735986635664e-4,0.5106892114590152
en begrunnelse,13,5,107,2.934735986635664e-4,0.5109826850576789
en begynnelse,13,5,107,2.934735986635664e-4,0.5112761586563425
en beskjed,13,5,107,2.934735986635664e-4,0.511569632255006
en biskop,13,5,107,2.934735986635664e-4,0.5118631058536696
en bruker,13,5,107,2.934735986635664e-4,0.5121565794523331
en bunn,13,5,107,2.934735986635664e-4,0.5124500530509967
en farge,13,5,107,2.934735986635664e-4,0.5127435266496603
en ferie,13,5,107,2.934735986635664e-4,0.5130370002483238
en festival,13,5,107,2.934735986635664e-4,0.5133304738469874
en fødsel,13,5,107,2.934735986635664e-4,0.513623947445651
en forsvarer,13,5,107,2.934735986635664e-4,0.5139174210443145
en generasjon,13,5,107,2.934735986635664e-4,0.5142108946429781
en gjenstand,13,5,107,2.934735986635664e-4,0.5145043682416417
en hendelse,13,5,107,2.934735986635664e-4,0.5147978418403052
en hensikt,13,5,107,2.934735986635664e-4,0.5150913154389688
en hockey,13,5,107,2.934735986635664e-4,0.5153847890376323
en identitet,13,5,107,2.934735986635664e-4,0.5156782626362959
en komité,13,5,107,2.934735986635664e-4,0.5159717362349595
en lidelse,13,5,107,2.934735986635664e-4,0.516265209833623
en mening,13,5,107,2.934735986635664e-4,0.5165586834322866
en motstand,13,5,107,2.934735986635664e-4,0.5168521570309502
en opposisjon,13,5,107,2.934735986635664e-4,0.5171456306296137
en øygruppe,13,5,107,2.934735986635664e-4,0.5174391042282773
en prest,13,5,107,2.934735986635664e-4,0.5177325778269409
en reform,13,5,107,2.934735986635664e-4,0.5180260514256044
en restaurant,13,5,107,2.934735986635664e-4,0.518319525024268
en roman,13,5,107,2.934735986635664e-4,0.5186129986229315
en sofa,13,5,107,2.934735986635664e-4,0.5189064722215951
en storm,13,5,107,2.934735986635664e-4,0.5191999458202587
en strid,13,5,107,2.934735986635664e-4,0.5194934194189222
en stund,13,5,107,2.934735986635664e-4,0.5197868930175858
en tilstand,13,5,107,2.934735986635664e-4,0.5200803666162495
et bryst,13,5,107,2.934735986635664e-4,0.520373840214913
et dokument,13,5,107,2.934735986635664e-4,0.5206673138135766
et fjell,13,5,107,2.934735986635664e-4,0.5209607874122401
et gjennomsnitt,13,5,107,2.934735986635664e-4,0.5212542610109037
et gulv,13,5,107,2.934735986635664e-4,0.5215477346095673
et hotell,13,5,107,2.934735986635664e-4,0.5218412082082308
et initiativ,13,5,107,2.934735986635664e-4,0.5221346818068944
et råd,13,5,107,2.934735986635664e-4,0.522428155405558
et samfunnsansvar,13,5,107,2.934735986635664e-4,0.5227216290042215
et terrorangrep,13,5,107,2.934735986635664e-4,0.5230151026028851
et vindu,13,5,107,2.934735986635664e-4,0.5233085762015487
ei forhandling,12,5,108,2.7089870645867665e-4,0.5235794749080073
ei framtid,12,5,108,2.7089870645867665e-4,0.523850373614466
ei mening,12,5,108,2.7089870645867665e-4,0.5241212723209246
ei plate,12,5,108,2.7089870645867665e-4,0.5243921710273833
ei plikt,12,5,108,2.7089870645867665e-4,0.524663069733842
ei prinsesse,12,5,108,2.7089870645867665e-4,0.5249339684403007
ei råd,12,5,108,2.7089870645867665e-4,0.5252048671467594
ei retningslinje,12,5,108,2.7089870645867665e-4,0.5254757658532181
ei stråling,12,5,108,2.7089870645867665e-4,0.5257466645596768
ei styring,12,5,108,2.7089870645867665e-4,0.5260175632661354
ei tillit,12,5,108,2.7089870645867665e-4,0.526288461972594
ei ytring,12,5,108,2.7089870645867665e-4,0.5265593606790527
en allianse,12,5,108,2.7089870645867665e-4,0.5268302593855114
en arbeidsplass,12,5,108,2.7089870645867665e-4,0.5271011580919701
en artist,12,5,108,2.7089870645867665e-4,0.5273720567984288
en bestemmelse,12,5,108,2.7089870645867665e-4,0.5276429555048875
en blogg,12,5,108,2.7089870645867665e-4,0.5279138542113462
en bydel,12,5,108,2.7089870645867665e-4,0.5281847529178049
en dommer,12,5,108,2.7089870645867665e-4,0.5284556516242634
en etterforskning,12,5,108,2.7089870645867665e-4,0.5287265503307221
en gravferdsforvaltning,12,5,108,2.7089870645867665e-4,0.5289974490371808
en handling,12,5,108,2.7089870645867665e-4,0.5292683477436395
en instans,12,5,108,2.7089870645867665e-4,0.5295392464500982
en jente,12,5,108,2.7089870645867665e-4,0.5298101451565569
en juni,12,5,108,2.7089870645867665e-4,0.5300810438630156
en konge,12,5,108,2.7089870645867665e-4,0.5303519425694743
en minoritet,12,5,108,2.7089870645867665e-4,0.530622841275933
en part,12,5,108,2.7089870645867665e-4,0.5308937399823915
en prins,12,5,108,2.7089870645867665e-4,0.5311646386888502
en rettssak,12,5,108,2.7089870645867665e-4,0.5314355373953089
en sannhet,12,5,108,2.7089870645867665e-4,0.5317064361017676
en standard,12,5,108,2.7089870645867665e-4,0.5319773348082263
en status,12,5,108,2.7089870645867665e-4,0.532248233514685
en strøm,12,5,108,2.7089870645867665e-4,0.5325191322211437
en terror,12,5,108,2.7089870645867665e-4,0.5327900309276024
en tirsdag,12,5,108,2.7089870645867665e-4,0.533060929634061
en tråd,12,5,108,2.7089870645867665e-4,0.5333318283405196
en tv,12,5,108,2.7089870645867665e-4,0.5336027270469783
et arbeidsliv,12,5,108,2.7089870645867665e-4,0.533873625753437
et barnebarn,12,5,108,2.7089870645867665e-4,0.5341445244598957
et bidrag,12,5,108,2.7089870645867665e-4,0.5344154231663544
et hovedspørsmål,12,5,108,2.7089870645867665e-4,0.5346863218728131
et kjønn,12,5,108,2.7089870645867665e-4,0.5349572205792718
et kostyme,12,5,108,2.7089870645867665e-4,0.5352281192857304
et kulturminne,12,5,108,2.7089870645867665e-4,0.5354990179921891
et landskap,12,5,108,2.7089870645867665e-4,0.5357699166986478
et mangfold,12,5,108,2.7089870645867665e-4,0.5360408154051064
et mannskap,12,5,108,2.7089870645867665e-4,0.5363117141115651
et materiale,12,5,108,2.7089870645867665e-4,0.5365826128180238
et minne,12,5,108,2.7089870645867665e-4,0.5368535115244825
et omfang,12,5,108,2.7089870645867665e-4,0.5371244102309412
et øre,12,5,108,2.7089870645867665e-4,0.5373953089373998
et sentrum,12,5,108,2.7089870645867665e-4,0.5376662076438585
et skip,12,5,108,2.7089870645867665e-4,0.5379371063503172
et snakk,12,5,108,2.7089870645867665e-4,0.5382080050567759
et studium,12,5,108,2.7089870645867665e-4,0.5384789037632345
ei årsak,11,6,109,2.4832381425378696e-4,0.5387272275774884
ei beskatning,11,6,109,2.4832381425378696e-4,0.5389755513917421
ei bevilgning,11,6,109,2.4832381425378696e-4,0.5392238752059959
ei drift,11,6,109,2.4832381425378696e-4,0.5394721990202497
ei forskrift,11,6,109,2.4832381425378696e-4,0.5397205228345034
ei forvaltning,11,6,109,2.4832381425378696e-4,0.5399688466487572
ei leilighet,11,6,109,2.4832381425378696e-4,0.540217170463011
ei motsetning,11,6,109,2.4832381425378696e-4,0.5404654942772649
ei stue,11,6,109,2.4832381425378696e-4,0.5407138180915186
ei valgvake,11,6,109,2.4832381425378696e-4,0.5409621419057724
en årsak,11,6,109,2.4832381425378696e-4,0.5412104657200262
en asylsøker,11,6,109,2.4832381425378696e-4,0.54145878953428
en betydning,11,6,109,2.4832381425378696e-4,0.5417071133485337
en bistand,11,6,109,2.4832381425378696e-4,0.5419554371627876
en eiendomsrett,11,6,109,2.4832381425378696e-4,0.5422037609770414
en etat,11,6,109,2.4832381425378696e-4,0.5424520847912951
en etikk,11,6,109,2.4832381425378696e-4,0.5427004086055489
en ettermiddag,11,6,109,2.4832381425378696e-4,0.5429487324198027
en forkant,11,6,109,2.4832381425378696e-4,0.5431970562340565
en fotograf,11,6,109,2.4832381425378696e-4,0.5434453800483102
en fredsprisvinner,11,6,109,2.4832381425378696e-4,0.5436937038625641
en gjeng,11,6,109,2.4832381425378696e-4,0.5439420276768179
en høyde,11,6,109,2.4832381425378696e-4,0.5441903514910716
en is,11,6,109,2.4832381425378696e-4,0.5444386753053254
en kombinasjon,11,6,109,2.4832381425378696e-4,0.5446869991195792
en kontrakt,11,6,109,2.4832381425378696e-4,0.544935322933833
en kriminalitet,11,6,109,2.4832381425378696e-4,0.5451836467480867
en låt,11,6,109,2.4832381425378696e-4,0.5454319705623406
en liste,11,6,109,2.4832381425378696e-4,0.5456802943765944
en medarbeider,11,6,109,2.4832381425378696e-4,0.5459286181908481
en metal,11,6,109,2.4832381425378696e-4,0.5461769420051019
en omverden,11,6,109,2.4832381425378696e-4,0.5464252658193557
en presse,11,6,109,2.4832381425378696e-4,0.5466735896336095
en privatperson,11,6,109,2.4832381425378696e-4,0.5469219134478633
en reduksjon,11,6,109,2.4832381425378696e-4,0.5471702372621171
en ring,11,6,109,2.4832381425378696e-4,0.5474185610763709
en rutine,11,6,109,2.4832381425378696e-4,0.54766688489062465
en sal,11,6,109,2.4832381425378696e-4,0.5479152087048784
en selvfølelse,11,6,109,2.4832381425378696e-4,0.5481635325191322
en sko,11,6,109,2.4832381425378696e-4,0.548411856333386
en smerte,11,6,109,2.4832381425378696e-4,0.5486601801476398
en temperatur,11,6,109,2.4832381425378696e-4,0.5489085039618936
en trend,11,6,109,2.4832381425378696e-4,0.5491568277761474
en valgmann,11,6,109,2.4832381425378696e-4,0.5494051515904012
et bein,11,6,109,2.4832381425378696e-4,0.5496534754046549
et døgn,11,6,109,2.4832381425378696e-4,0.5499017992189087
et felt,11,6,109,2.4832381425378696e-4,0.5501501230331625
et fenalår,11,6,109,2.4832381425378696e-4,0.5503984468474163
et flagg,11,6,109,2.4832381425378696e-4,0.5506467706616701
et intervju,11,6,109,2.4832381425378696e-4,0.5508950944759239
et kne,11,6,109,2.4832381425378696e-4,0.5511434182901777
et lam,11,6,109,2.4832381425378696e-4,0.5513917421044314
et oppdrag,11,6,109,2.4832381425378696e-4,0.5516400659186852
et opphold,11,6,109,2.4832381425378696e-4,0.5518883897329391
et potensial,11,6,109,2.4832381425378696e-4,0.5521367135471928
et prosentpoeng,11,6,109,2.4832381425378696e-4,0.5523850373614466
et regelverk,11,6,109,2.4832381425378696e-4,0.5526333611757004
